airline,fleet_size,n_models,diversity,modernity_index,new_gen_share,cluster
OSM AVIATION ACADEMY,14,3.0,0.2142857142857142,0.0,0.0,0
OVERLAND AIRWAYS,6,5.0,0.8333333333333334,0.0,0.0,0
OYONNAIR,12,3.0,0.25,0.0,0.0,0
PACC AIR,15,5.0,0.3333333333333333,0.0,0.0,0
PACIFIC COAST JET,16,9.0,0.5625,0.0,0.0,0
PACIFIC COASTAL AIRLINES,22,7.0,0.3181818181818182,0.0,0.0,0
PADAVIATION,4,1.0,0.25,0.0,0.0,0
PAKISTAN INTERNATIONAL AIRLINES,25,8.0,0.32,0.0,0.0,0
PAL AEROSPACE,3,3.0,1.0,0.0,0.0,0
PAL AIRLINES,25,5.0,0.2,0.0,0.0,0
PAN EUROPEENNE,2,2.0,1.0,0.0,0.0,0
PAN EUROPEENNE AIR SERVICE,3,2.0,0.6666666666666666,0.0,0.0,0
PANAVIATIC,4,3.0,0.75,0.0,0.0,0
PANELLENIC AIRLINES,3,1.0,0.3333333333333333,0.0,0.0,0
PANORAMA AVIATION,9,3.0,0.3333333333333333,0.0,0.0,0
PARADOX JETS,4,2.0,0.5,0.0,0.0,0
PARANAIR,4,2.0,0.5,0.0,0.0,0
PARATA AIR,5,3.0,0.6,0.0,0.0,0
PARKLAND COLLEGE INSTITUTE OF AVIATION,21,5.0,0.238095238095238,0.0,0.0,0
PARS AIR,6,4.0,0.6666666666666666,0.0,0.0,0
PASCAN AVIATION,21,4.0,0.1904761904761904,0.0,0.0,0
PASSIONAIR,5,2.0,0.4,0.0,0.0,0
PATRIA PILOT TRAINING,12,2.0,0.1666666666666666,0.0,0.0,0
PATTAYA AIRWAYS,2,2.0,1.0,0.0,0.0,0
PDG AVIATION SERVICES,20,7.0,0.35,0.0,0.0,0
PEACH,36,3.0,0.0833333333333333,0.011111111,0.5555555555555556,1
PEGASUS,126,6.0,0.0476190476190476,0.003174603,0.8571428571428571,1
PEGASUS ELITE AVIATION,8,5.0,0.625,0.0,0.0,0
PELITA AIR,22,10.0,0.4545454545454545,0.0,0.0,0
PEN-AVIA,2,2.0,1.0,0.0,0.0,0
PEOPLE'S,1,1.0,1.0,0.0,0.0,0
PERFORMANCE AIR,8,8.0,1.0,0.0,0.0,0
PERIMETER AVIATION,15,4.0,0.2666666666666666,0.0,0.0,0
PERU - AIR FORCE,26,11.0,0.4230769230769231,0.0,0.0,0
PERU - NAVY,4,3.0,0.75,0.0,0.0,0
PETRO AIR,6,3.0,0.5,0.0,0.0,0
PETROLEUM AIR SERVICES,16,5.0,0.3125,0.0,0.0,0
PETROPAVLOVSK-KAMCHATSKY AIR,7,5.0,0.7142857142857143,0.0,0.0,0
PHI,151,14.0,0.0927152317880794,0.0,0.0,0
PHILIPPINE AIRLINES,80,10.0,0.125,0.01,0.125,0
PHOENIX AIR,22,9.0,0.4090909090909091,0.0,0.0,0
PHOENIX AVIATION,4,4.0,1.0,0.0,0.0,0
PHOENIX EAST AVIATION,65,3.0,0.0461538461538461,0.0,0.0,0
PILATUS FLUGZEUGWERKE,187,9.0,0.0481283422459893,0.0,0.0,0
PILOT FLIGHT ACADEMY,17,2.0,0.1176470588235294,0.0,0.0,0
PINEAPPLE AIR,3,3.0,1.0,0.0,0.0,0
PIVOT AIRLINES,3,3.0,1.0,0.0,0.0,0
PIXAIR SURVEY,5,5.0,1.0,0.0,0.0,0
PLANEMASTER SERVICES,11,3.0,0.2727272727272727,0.0,0.0,0
PLANESENSE,69,3.0,0.0434782608695652,0.0,0.0,0
PLATOON AVIATION,8,1.0,0.125,0.0,0.0,0
PLAY,7,2.0,0.2857142857142857,0.114285714,1.0,1
PLUS ULTRA,6,3.0,0.5,0.0,0.0,0
PNG AIR,13,3.0,0.2307692307692307,0.0,0.0,0
POBEDA,42,7.0,0.1666666666666666,0.0,0.0,0
POLAND - AIR FORCE,112,31.0,0.2767857142857143,0.0,0.0,0
POLAND - NAVY,4,2.0,0.5,0.0,0.0,0
POLAR AIRLINES,2,1.0,0.5,0.0,0.0,0
POLISH MEDICAL AIR RESCUE,34,5.0,0.1470588235294117,0.0,0.0,0
POPULAIR,11,2.0,0.1818181818181818,0.0,0.0,0
PORSCHE AIR SERVICE,1,1.0,1.0,0.0,0.0,0
PORTER,75,2.0,0.0266666666666666,0.0,0.6133333333333333,1
PORTUGAL - AIR FORCE,2,1.0,0.5,0.0,0.0,0
POSTE AIR CARGO,7,3.0,0.4285714285714285,0.0,0.0,0
POUYA AIR,10,4.0,0.4,0.0,0.0,0
PRADHAAN AIR EXPRESS,1,1.0,1.0,0.0,0.0,0
PRECISION AIR,7,2.0,0.2857142857142857,0.0,0.0,0
PRECISION AIRCRAFT MANAGEMENT,13,11.0,0.8461538461538461,0.0,0.0,0
PREMIER AIRLINES,3,3.0,1.0,0.0,0.0,0
PREMIER FLIGHT CENTER,7,4.0,0.5714285714285714,0.0,0.0,0
PREMIUM JET,2,2.0,1.0,0.0,0.0,0
PRESIDENTIAL AVIATION,6,5.0,0.8333333333333334,0.0,0.0,0
PRESTIGE AIR GROUP,4,2.0,0.5,0.0,0.0,0
PRIESTER AVIATION,10,8.0,0.8,0.0,0.0,0
PRIME AVIATION,4,3.0,0.75,0.0,0.0,0
PRINCE AVIATION,4,4.0,1.0,0.0,0.0,0
PRINCELY JETS,1,1.0,1.0,0.0,0.0,0
PRIORITY AIR CHARTER,4,2.0,0.5,0.0,0.0,0
PRIVAIRA,6,5.0,0.8333333333333334,0.0,0.0,0
PRIVATE AIR,5,5.0,1.0,0.0,0.0,0
PRIVATE JET CENTER,11,4.0,0.3636363636363636,0.0,0.0,0
PRIVATE JETS,15,7.0,0.4666666666666667,0.0,0.0,0
PRIVATE WINGS,10,2.0,0.2,0.0,0.0,0
PRIVATMAIR,2,0.0,0.0,0.0,0.0,0
PRIVILEGE STYLE,5,4.0,0.8,0.0,0.0,0
PROAIR AVIATION,7,5.0,0.7142857142857143,0.0,0.0,0
PROAIRWAYS,2,2.0,1.0,0.0,0.0,0
PROFLIGHT ZAMBIA,11,3.0,0.2727272727272727,0.0,0.0,0
PROPAIR,13,3.0,0.2307692307692307,0.0,0.0,0
PURDUE UNIVERSITY SCHOOL OF AVIATION,26,4.0,0.1538461538461538,0.0,0.0,0
QA AVIATION,2,2.0,1.0,0.0,0.0,0
QANOT SHARQ,5,3.0,0.6,0.0,0.4,0
QANTAS,133,9.0,0.0676691729323308,0.003007519,0.112781954887218,0
QANTASLINK,110,7.0,0.0636363636363636,0.005454545,0.0636363636363636,0
QATAR AIRWAYS,263,18.0,0.0684410646387832,0.007604563,0.4638783269961977,1
QATAR EXECUTIVE,24,3.0,0.125,0.0,0.0,0
QAZAQ AIR,5,1.0,0.2,0.0,0.0,0
QESHM AIRLINES,16,4.0,0.25,0.0,0.0,0
QINETIQ / EMPIRE TEST PILOTS SCHOOL,16,11.0,0.6875,0.0,0.0,0
QINGDAO AIRLINES,38,3.0,0.0789473684210526,0.010526316,0.631578947368421,1
QINGDAO JIUTIAN INTERNATIONAL FLIGHT ACADEMY,4,4.0,1.0,0.0,0.0,0
QUALITY FLY,11,3.0,0.2727272727272727,0.0,0.0,0
QUANTA AVIATION SERVICES,4,3.0,0.75,0.0,0.0,0
QUEST DIAGNOSTICS,26,5.0,0.1923076923076923,0.0,0.0,0
QUICK AIR JET CHARTER,6,4.0,0.6666666666666666,0.0,0.0,0
QUIKJET CARGO AIRLINES,1,1.0,1.0,0.0,0.0,0
RAF-AVIA,4,4.0,1.0,0.0,0.0,0
RAIMON AIRWAYS,2,1.0,0.5,0.0,0.0,0
RAINIER FLIGHT SERVICE,13,3.0,0.2307692307692307,0.0,0.0,0
RANO AIR,5,1.0,0.2,0.0,0.0,0
RAVENAIR,35,14.0,0.4,0.0,0.0,0
RAYA AIRWAYS,7,5.0,0.7142857142857143,0.0,0.0,0
RCS SERVICES,11,10.0,0.9090909090909092,0.0,0.0,0
REACH AIR MEDICAL SERVICES,36,5.0,0.1388888888888889,0.0,0.0,0
REAL TONGA AIRLINE,1,1.0,1.0,0.0,0.0,0
RECTIMO AIR TRANSPORTS,13,6.0,0.4615384615384615,0.0,0.0,0
RED AIR,2,1.0,0.5,0.0,0.0,0
RED ROCK FLIGHT SCHOOL,5,5.0,1.0,0.0,0.0,0
RED SEA AIRLINES,4,4.0,1.0,0.0,0.0,0
RED WING AVIATION,4,2.0,0.5,0.0,0.0,0
RED WINGS,32,6.0,0.1875,0.0,0.0,0
REDDING AERO ENTERPRISES,16,4.0,0.25,0.0,0.0,0
REDSTAR AVIATION,15,6.0,0.4,0.0,0.0,0
REEVE AIR ALASKA,1,1.0,1.0,0.0,0.0,0
REGA SWISS AIR-AMBULANCE,3,1.0,0.3333333333333333,0.0,0.0,0
REGA SWISS AIR-RESCUE,23,3.0,0.1304347826086956,0.0,0.0,0
REGENCY AIR,6,1.0,0.1666666666666666,0.0,0.0,0
RELIANT AIR,7,5.0,0.7142857142857143,0.0,0.0,0
RENEGADE AIR,9,8.0,0.8888888888888888,0.0,0.0,0
RENNIA AVIATION,7,5.0,0.7142857142857143,0.0,0.0,0
REPUBLIC AIRWAYS,1,1.0,1.0,0.0,0.0,0
REVA AIR AMBULANCE,1,1.0,1.0,0.0,0.0,0
REVV AVIATION,7,5.0,0.7142857142857143,0.0,0.0,0
REX. REGIONAL EXPRESS,37,2.0,0.054054054054054,0.0,0.0,0
REYNOLDS JET MANAGEMENT,1,0.0,0.0,0.0,0.0,0
RGA-BLACK STONE AIRLINES,2,2.0,1.0,0.0,0.0,0
RICHLAND AVIATION,6,3.0,0.5,0.0,0.0,0
RICHMOR AVIATION,4,3.0,0.75,0.0,0.0,0
RIMBUN AIR,6,4.0,0.6666666666666666,0.0,0.0,0
RISEAIR,30,16.0,0.5333333333333333,0.0,0.0,0
RIYADH AIR,1,1.0,1.0,0.4,1.0,1
ROMANIA - AIR FORCE,41,14.0,0.3414634146341463,0.0,0.0,0
RORAIMA AIRWAYS,3,2.0,0.6666666666666666,0.0,0.0,0
ROSSIYA,129,17.0,0.1317829457364341,0.0,0.0,0
ROTANA JET,2,2.0,1.0,0.0,0.0,0
ROYAL AIR FREIGHT,37,9.0,0.2432432432432432,0.0,0.0,0
ROYAL AIR MAROC,56,10.0,0.1785714285714285,0.021428571,0.2857142857142857,1
ROYAL BRUNEI AIRLINES,12,2.0,0.1666666666666666,0.066666667,1.0,1
ROYAL JET,1,1.0,1.0,0.0,0.0,0
ROYAL JORDANIAN,40,14.0,0.35,0.02,0.475,1
ROYAL STAR AVIATION,3,2.0,0.6666666666666666,0.0,0.0,0
ROYALAIR PHILIPPINES,4,4.0,1.0,0.0,0.0,0
RS AVIA,1,1.0,1.0,0.0,0.0,0
RUBYSTAR,3,1.0,0.3333333333333333,0.0,0.0,0
RUILI AIRLINES,25,10.0,0.4,0.0,0.0,0
RUSJET,16,7.0,0.4375,0.0,0.0,0
RUSLINE,8,2.0,0.25,0.0,0.0,0
RUSSIA - 223RD FLIGHT UNIT STATE AIRLINE,10,3.0,0.3,0.0,0.0,0
RUSSIA - 224TH FLIGHT UNIT STATE AIRLINE,6,1.0,0.1666666666666666,0.0,0.0,0
RUSSIA - AIR FORCE,84,30.0,0.3571428571428571,0.0,0.0,0
RUSSIA - MINISTRY OF EMERGENCY SITUATIONS (MCHS),22,10.0,0.4545454545454545,0.0,0.0,0
RUSSIA - NATIONAL GUARD,9,3.0,0.3333333333333333,0.0,0.0,0
RUSSIA - SPECIAL FLIGHT SQUADRON,60,23.0,0.3833333333333333,0.0,0.0,0
RUTACA AIRLINES,7,6.0,0.8571428571428571,0.0,0.0,0
RVL AVIATION,10,4.0,0.4,0.0,0.0,0
RWANDAIR,13,8.0,0.6153846153846154,0.0,0.0,0
RWL GERMAN FLIGHT ACADEMY,20,6.0,0.3,0.0,0.0,0
RYAN AIR (USA),23,9.0,0.391304347826087,0.0,0.0,0
RYANAIR,581,5.0,0.0086058519793459,0.000688468,0.2805507745266781,1
S7 AIRLINES,105,16.0,0.1523809523809524,0.007619048,0.3714285714285714,1
SA RED CROSS AIR MERCY SERVICE,8,4.0,0.5,0.0,0.0,0
SAAB AIRCRAFT,19,10.0,0.5263157894736842,0.0,0.0,0
SAF HELICOPTERES,41,6.0,0.1463414634146341,0.0,0.0,0
SAFARILINK AVIATION,13,4.0,0.3076923076923077,0.0,0.0,0
SAHA AIRLINES,4,4.0,1.0,0.0,0.0,0
SAHEL AVIATION SERVICE,4,3.0,0.75,0.0,0.0,0
SAINT LOUIS UNIVERSITY FLIGHT SCHOOL,15,3.0,0.2,0.0,0.0,0
SALAMAIR,14,5.0,0.3571428571428571,0.085714286,0.9285714285714286,1
SALZBURG JET AVIATION,7,5.0,0.7142857142857143,0.0,0.0,0
SAMARITAN'S PURSE,18,17.0,0.9444444444444444,0.0,0.0,0
SAMOA AIRWAYS,2,2.0,1.0,0.0,0.0,0
SAN CARLOS FLIGHT SCHOOL,21,8.0,0.3809523809523809,0.0,0.0,0
SAN MARINO EXECUTIVE AVIATION,1,1.0,1.0,0.0,0.0,0
SANSA,12,2.0,0.1666666666666666,0.0,0.0,0
SAPSAN AIRLINE,6,2.0,0.3333333333333333,0.0,0.0,0
SARDINIAN SKY SERVICE,3,2.0,0.6666666666666666,0.0,0.0,0
SAS,134,11.0,0.0820895522388059,0.005970149,0.6194029850746269,1
SASCA AIRLINES,1,1.0,1.0,0.0,0.0,0
SATA AIR ACORES,7,2.0,0.2857142857142857,0.0,0.0,0
SATENA,22,6.0,0.2727272727272727,0.0,0.0,0
SATURN AVIATION,2,2.0,1.0,0.0,0.0,0
SAUDI ARABIA - AIR FORCE,99,8.0,0.0808080808080808,0.0,0.0,0
SAUDIA,164,15.0,0.0914634146341463,0.004878049,0.1951219512195122,1
SAURYA AIRLINES,2,1.0,0.5,0.0,0.0,0
SAWYER AVIATION,8,6.0,0.75,0.0,0.0,0
SAXONAIR,15,11.0,0.7333333333333333,0.0,0.0,0
SC AVIATION,4,4.0,1.0,0.0,0.0,0
SCANWINGS,10,7.0,0.7,0.0,0.0,0
SCAT,27,12.0,0.4444444444444444,0.02962963,0.2962962962962963,1
SCOOT,56,6.0,0.1071428571428571,0.021428571,0.8214285714285714,1
SD AVIATION,8,5.0,0.625,0.0,0.0,0
SEABORNE,1,1.0,1.0,0.0,0.0,0
SEAIR INTERNATIONAL,2,2.0,1.0,0.0,0.0,0
SEARCA,24,7.0,0.2916666666666667,0.0,0.0,0
SECURE AIR CHARTER,12,6.0,0.5,0.0,0.0,0
SECURITY AVIATION,3,2.0,0.6666666666666666,0.0,0.0,0
SELECTJET,3,2.0,0.6666666666666666,0.0,0.0,0
SENOR AIR,3,2.0,0.6666666666666666,0.0,0.0,0
SEPEHRAN AIRLINES,13,10.0,0.7692307692307693,0.0,0.0,0
SERBIA - AIR FORCE,6,4.0,0.6666666666666666,0.0,0.0,0
SERENE AIR,6,5.0,0.8333333333333334,0.0,0.0,0
SERVICIOS AAREOS ILSA,1,0.0,0.0,0.0,0.0,0
SERVICIOS AEREOS MILENIO,4,2.0,0.5,0.0,0.0,0
SEVENAIR,40,20.0,0.5,0.0,0.0,0
SEVENBAR AVIATION,1,1.0,1.0,0.0,0.0,0
SEVERSTAL AIRCOMPANY,8,3.0,0.375,0.0,0.0,0
SF AIRLINES,89,41.0,0.4606741573033708,0.0,0.0,0
SHANDONG AIRLINES,139,12.0,0.0863309352517985,0.002877698,0.0935251798561151,0
SHANDONG DAGAO INTERNATIONAL FLIGHT ACADEMY,1,1.0,1.0,0.0,0.0,0
SHANGHAI AIRLINES,88,7.0,0.0795454545454545,0.009090909,0.2954545454545455,1
SHENZHEN AIRLINES,203,11.0,0.0541871921182266,0.00591133,0.2266009852216749,1
SHIRAK AVIA,3,3.0,1.0,0.0,0.0,0
SHORELINE AVIATION,4,3.0,0.75,0.0,0.0,0
SHREE AIRLINES,9,3.0,0.3333333333333333,0.0,0.0,0
SIAM GENERAL AVIATION,1,1.0,1.0,0.0,0.0,0
SICHUAN AIRLINES,206,14.0,0.0679611650485436,0.005825243,0.3009708737864077,1
SIDERAL LINHAS AEREAS,17,15.0,0.8823529411764706,0.0,0.0,0
SIERRA CHARLIE AVIATION,18,2.0,0.1111111111111111,0.0,0.0,0
SIERRA PACIFIC AIRLINES,2,2.0,1.0,0.0,0.0,0
SIERRA WEST AIRLINES,11,4.0,0.3636363636363636,0.0,0.0,0
SILESIA AIR,4,3.0,0.75,0.0,0.0,0
SILK WAY AIRLINES,5,2.0,0.4,0.0,0.0,0
SILK WAY WEST AIRLINES,12,4.0,0.3333333333333333,0.0,0.0,0
SILKAVIA,5,1.0,0.2,0.0,0.0,0
SILVER AIR,20,13.0,0.65,0.0,0.0,0
SILVER CLOUD AIR,5,3.0,0.6,0.0,0.0,0
SILVERHAWK AVIATION,25,11.0,0.44,0.0,0.0,0
SINGAPORE - AIR FORCE,38,7.0,0.1842105263157894,0.0,0.0,0
SINGAPORE AIRLINES,154,7.0,0.0454545454545454,0.007792208,0.7077922077922078,1
SINO JET BEIJING,1,1.0,1.0,0.0,0.0,0
SIRIO,3,2.0,0.6666666666666666,0.0,0.0,0
SIRIUS AERO,1,1.0,1.0,0.0,0.0,0
SKS AIRWAYS,1,1.0,1.0,0.0,0.0,0
SKY AIRLINE,36,2.0,0.0555555555555555,0.011111111,1.0,1
SKY ANGKOR AIRLINES,3,1.0,0.3333333333333333,0.0,0.0,0
SKY BUS,4,2.0,0.5,0.0,0.0,0
SKY EXPRESS,29,6.0,0.2068965517241379,0.027586207,0.4482758620689655,1
SKY GATES AIRLINES,3,2.0,0.6666666666666666,0.0,0.0,0
SKY HELICOPTEROS,14,3.0,0.2142857142857142,0.0,0.0,0
SKY KG AIRLINES,2,2.0,1.0,0.0,0.0,0
SKY MALI,1,1.0,1.0,0.0,0.0,0
SKY PRIME AVIATION,5,4.0,0.8,0.0,0.0,0
SKY QUEST,19,10.0,0.5263157894736842,0.0,0.0,0
SKY VISION AIRLINES,6,3.0,0.5,0.0,0.0,0
SKYALPS,10,1.0,0.1,0.0,0.0,0
SKYBORNE AIRLINE ACADEMY,66,9.0,0.1363636363636363,0.0,0.0,0
SKYBUS,8,2.0,0.25,0.0,0.0,0
SKYCARE,18,8.0,0.4444444444444444,0.0,0.0,0
SKYGUARD,1,1.0,1.0,0.0,0.0,0
SKYHIGH DOMINICANA,1,0.0,0.0,0.0,0.0,0
SKYJET,1,1.0,1.0,0.0,0.0,0
SKYJET AIRLINES,2,1.0,0.5,0.0,0.0,0
SKYJET AVIATION SERVICES,2,1.0,0.5,0.0,0.0,0
SKYLIGHT,4,2.0,0.5,0.0,0.0,0
SKYLINE AIRLINES,1,1.0,1.0,0.0,0.0,0
SKYLINE EXPRESS,7,5.0,0.7142857142857143,0.0,0.0,0
SKYLINE TRANSPORTATION,1,1.0,1.0,0.0,0.0,0
SKYLINK EXPRESS,15,6.0,0.4,0.0,0.0,0
SKYMARK AIRLINES,29,8.0,0.2758620689655172,0.0,0.0,0
SKYMARK EXECUTIVE,2,2.0,1.0,0.0,0.0,0
SKYSERVICE BUSINESS AVIATION,1,1.0,1.0,0.0,0.0,0
SKYSIDE,6,6.0,1.0,0.0,0.0,0
SKYTRADERS,1,1.0,1.0,0.0,0.0,0
SKYTRANS,17,5.0,0.2941176470588235,0.0,0.0,0
SKYUP AIRLINES,14,11.0,0.7857142857142857,0.028571429,0.2142857142857143,0
SKYWARD AIRLINES,11,6.0,0.5454545454545454,0.0,0.0,0
SKYWAY ENTERPRISES,3,1.0,0.3333333333333333,0.0,0.0,0
SKYWEST AIRLINES,86,7.0,0.0813953488372093,0.0,0.0,0
SKYWEST CHARTER,8,1.0,0.125,0.0,0.0,0
SLAM LAVORI AEREI,1,1.0,1.0,0.0,0.0,0
SLATE AVIATION,11,4.0,0.3636363636363636,0.0,0.0,0
SLATE FALLS AIRWAYS,3,2.0,0.6666666666666666,0.0,0.0,0
SLOANE HELICOPTERS,12,5.0,0.4166666666666667,0.0,0.0,0
SLOVAKIA - AIR FORCE,18,8.0,0.4444444444444444,0.0,0.0,0
SLOVAKIA - GOVERNMENT,1,1.0,1.0,0.0,0.0,0
SMALL FLY,4,3.0,0.75,0.0,0.0,0
SMART AVIATION,6,3.0,0.5,0.0,0.0,0
SMART JET,5,1.0,0.2,0.0,0.0,0
SMART JET INTERNATIONAL,1,1.0,1.0,0.0,0.0,0
SMARTAVIA,13,8.0,0.6153846153846154,0.030769231,0.1538461538461539,0
SMARTLINE,2,2.0,1.0,0.0,0.0,0
SMARTLYNX,36,10.0,0.2777777777777778,0.011111111,0.0555555555555555,0
SMARTLYNX ESTONIA,1,1.0,1.0,0.0,0.0,0
SMARTWINGS,49,18.0,0.3673469387755102,0.020408163,0.3469387755102041,1
SOLAIRUS AVIATION,22,14.0,0.6363636363636364,0.0,0.0,0
SOLAR CARGO,1,1.0,1.0,0.0,0.0,0
SOLARIS AERO,4,2.0,0.5,0.0,0.0,0
SOLASEED AIR,14,3.0,0.2142857142857142,0.0,0.0,0
SOLENTA AVIATION,13,4.0,0.3076923076923077,0.0,0.0,0
SOLINAIR,1,1.0,1.0,0.0,0.0,0
SOLITAIR,4,4.0,1.0,0.0,0.0,0
SOLOMON AIRLINES,6,5.0,0.8333333333333334,0.0,0.0,0
SOMON AIR,7,4.0,0.5714285714285714,0.0,0.0,0
SOULBIRD,10,7.0,0.7,0.0,0.0,0
SOUNDS AIR,9,5.0,0.5555555555555556,0.0,0.0,0
SOUTH AFRICA - AIR FORCE,13,6.0,0.4615384615384615,0.0,0.0,0
SOUTH AFRICAN AIRWAYS,18,3.0,0.1666666666666666,0.0,0.0,0
SOUTHERN AIR CHARTER,1,1.0,1.0,0.0,0.0,0
SOUTHERN AIRWAYS EXPRESS,46,6.0,0.1304347826086956,0.0,0.0,0
SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF AVIATION,38,7.0,0.1842105263157894,0.0,0.0,0
SOUTHWEST AIRCRAFT CHARTER,2,1.0,0.5,0.0,0.0,0
SOUTHWEST AIRLINES,816,16.0,0.0196078431372549,0.000490196,0.3357843137254902,1
