airline,cluster,pc1,pc2
CARPATAIR,0,-0.515194317,-0.179086586
CARSON AIR,0,-0.332617022,0.103810969
CASPIAN AIRLINES,0,-0.344558493,0.030900914
CASTLE AVIATION,0,-0.35666486,0.106401408
CATHAY PACIFIC,0,0.926713481,0.990011443
CATREUS,0,-0.46533568,-0.101554068
CAVOK AIR,0,-0.421994293,-0.066397362
CAYMAN AIRWAYS,0,4.431092786,-2.57586708
CB SKYSHARE,0,-0.391500288,0.007071486
CEBU PACIFIC,0,1.360801556,0.194364477
CEIBA INTERCONTINENTAL,0,-0.515194317,-0.179086586
CEMAIR,0,-0.368067572,0.126589377
CENTRAL AIR SOUTHWEST,0,-0.297197893,0.084378738
CENTRAL AIRLINES,0,-0.450141405,-0.030691357
CENTRAL MOUNTAIN AIR,0,-0.313972625,0.113784068
CENTRELINE,0,-0.43185375,-0.008065607
CHABAHAR AIRLINES,0,-0.362939101,-0.011680257
CHAIR AIRLINES,0,-0.402088261,-0.059997108
CHALAIR AVIATION,0,-0.362629346,0.025840382
CHALLENGE AIRLINES BE,0,-0.502159818,-0.094334963
CHARTER AIRLINES,0,-0.313637914,0.033112028
CHARTER JETS,0,-0.511935692,-0.15789868
CHARTRIGHT AIR,0,-0.40828189,0.16100135
CHC HELICOPTER,0,-0.26382402,0.32641331
CHENGDU AIRLINES,0,1.031631999,-0.304578942
CHEVRON USA,0,-0.344558493,0.030900914
CHICAGO JET GROUP,0,-0.402088261,-0.059997108
CHINA - AIR FORCE,0,-0.36942233,0.071363066
CHINA - CIVIL AVIATION ADMINISTRATION,0,-0.322287248,0.081499274
CHINA AIRLINES,0,0.948084525,0.892946828
CHINA CARGO AIRLINES,0,-0.309998422,0.060674831
CHINA EASTERN AIRLINES,0,0.749489477,1.358281476
CHINA EXPRESS AIRLINES,0,0.738265148,-0.003477733
CHINA FLIGHT GENERAL AVIATION COMPANY,0,-0.518452942,-0.200274492
CHINA POSTAL AIRLINES,0,-0.327042299,0.272980587
CHINA SOUTHERN AIRLINES,0,1.185326336,1.485805892
CHINA SOUTHERN AIRLINES GENERAL AVIATION,0,-0.398558937,-0.03764091
CHINA SOUTHERN CARGO,0,-0.326487639,0.035961446
CHINA UNITED AIRLINES,0,-0.28204379,0.178878807
CHODANG UNIVERSITY,0,-0.304635575,0.047217046
CHONGQING AIRLINES,0,1.386465822,-0.398081019
CHRONO AVIATION,0,-0.371323557,0.014640032
CHRONO JET,0,-0.440966721,-0.107145667
CITIC OFFSHORE HELICOPTER,0,-0.311839208,0.136169597
CITILINK,0,0.677876826,-0.167280285
CITYJET,0,-0.343093822,0.01364646
CIVIL AIR PATROL,0,-0.038476609,1.371564189
CIVIL AVIATION FLIGHT UNIVERSITY OF CHINA,0,-0.272082377,0.239736777
CLASS AVIATION,0,-0.521711566,-0.221462398
CLAY LACY AVIATION,0,-0.521711566,-0.221462398
CLIC,0,-0.313692845,0.07527374
CLIPPERJET,0,-0.521711566,-0.221462398
CM AIRLINES,0,-0.521711566,-0.221462398
CMA CGM AIR CARGO,0,-0.378652905,-0.031240656
COASTAL AVIATION,0,-0.359139077,0.011844233
COLOMBIA - AIR FORCE,0,-0.227622792,0.708511614
COLORFUL GUIZHOU AIRLINES,0,2.640024515,-0.979166972
COLORFUL YUNNAN AIRLINES,0,-0.521711566,-0.221462398
COMLUX,0,12.58911793,1.601163602
COMMUTEAIR,0,-0.521711566,-0.221462398
COMPAGNIA AERONAUTICA ITALIANA,0,-0.521711566,-0.221462398
COMPASS AIR CARGO,0,-0.472055377,-0.07494292
CONAIR,0,-0.274934376,0.431335863
CONDOR,0,1.069747957,0.043509523
CONOCOPHILLIPS,0,-0.434178772,-0.063601563
CONQUEST AIR,0,-0.405617585,-0.082353306
CONSTANTA AIRLINE,0,-0.518452942,-0.200274492
CONTOUR AVIATION,0,-0.308734079,0.249631079
CONVIASA,0,-0.340138958,0.129466684
COPA AIRLINES,0,1.179598339,-0.07473054
COPENHAGEN AIRTAXI,0,-0.505418443,-0.115522869
CORENDON AIRLINES,0,2.398192883,-1.15701683
CORPORATE AIR,0,-0.521711566,-0.221462398
CORPORATE JET,0,-0.405617585,-0.082353306
CORSAIR,0,1.659635839,0.357699162
COSTA RICA - MINISTRY OF PUBLIC SECURITY,0,-0.411677019,-0.000497061
COSTA RICA GREEN AIRWAYS,0,-0.421994293,-0.066397362
COULSON AVIATION,0,-0.351539029,0.058893213
CRANFIELD FLIGHT TRAINING,0,-0.508677067,-0.136710775
CROATIA - AIR FORCE,0,-0.502159818,-0.094334963
CROATIA AIRLINES,0,2.856075137,-1.482660659
CRONOS AIRLINES,0,-0.511935692,-0.15789868
CRONOS AIRLINES BENIN,0,-0.521711566,-0.221462398
CROSS AVIATION,0,-0.440966721,-0.107145667
CROWN AIRLINES,0,-0.521711566,-0.221462398
CRYSTAL AIR,0,-0.505418443,-0.115522869
CTP AVIATION,0,-0.505418443,-0.115522869
CUBANA,0,-0.404640241,-0.009423562
CYGNUS AIR,0,-0.46533568,-0.101554068
CYPRUS AIRWAYS,0,7.777836876,-4.194253726
CZECHIA - AIR FORCE,0,-0.343938982,0.105942194
DAALLO AIRLINES,0,-0.511935692,-0.15789868
DALIAN AIRLINES,0,-0.319466616,0.046014998
DAN AIR,0,-0.440966721,-0.107145667
DANA AIR,0,-0.411846495,-0.036158833
DAS PRIVATE JETS,0,-0.46533568,-0.101554068
DASSAULT FALCON SERVICE,0,-0.420997508,-0.029750298
DAT,0,-0.365017848,0.148374392
DB AVIATION,0,-0.457011977,-0.108947894
DE HAVILLAND CANADA,0,-0.315432195,0.092201062
DEA AVIATION,0,-0.440966721,-0.107145667
DEER JET,0,-0.363994209,0.06052072
DEER JET BEIJING,0,4.812994126,-3.57096256
DELTA AIR LINES,0,0.640262708,2.340546985
DELTA STATE UNIVERSITY AVIATION,0,-0.322740204,0.137110372
DESERT JET,0,-0.440966721,-0.107145667
DEXTER AIR TAXI,0,-0.378652905,-0.031240656
DHL AIR,0,-0.093818314,1.602053939
DIAMOND SKY,0,-0.46533568,-0.101554068
DIGAJET,0,-0.347164546,-0.011046322
DIRECT2,0,-0.521711566,-0.221462398
DISCOVER AIRLINES,0,-0.299403521,0.100750742
DIVI DIVI AIR,0,-0.421994293,-0.066397362
DOKIA AIR,0,-0.521711566,-0.221462398
DONGHAI AIRLINES,0,1.298538708,-0.905386408
DORNIER AVIATION NIGERIA AIEP,0,-0.402088261,-0.059997108
DRAGONFLY EXECUTIVE,0,-0.511935692,-0.15789868
DRAKEN EUROPE,0,-0.335472214,0.172176319
DREAMLINE AVIATION,0,-0.416841906,0.010658787
DRF LUFTRETTUNG,0,-0.28521498,0.17087255
DRUK AIR,0,4.843098567,-3.551570516
E+S AIR,0,-0.306391188,0.044280282
E-AVIATION,0,-0.511935692,-0.15789868
E-CARGO AIRLINES,0,-0.521711566,-0.221462398
EADS CASA,0,-0.398558937,-0.03764091
EAGLE AIR ICELAND,0,-0.366739125,-0.035204747
EAGLE CREEK AVIATION,0,-0.518452942,-0.200274492
EAGLEMED,0,-0.320636765,0.064466116
EAS BARCELONA,0,-0.339083851,0.057265706
EAST COAST FLIGHT SERVICES,0,-0.518452942,-0.200274492
EAST COAST JETS,0,-0.421994293,-0.066397362
EAST WING,0,-0.518452942,-0.200274492
EASTAR JET,0,2.670052404,-1.469443064
EASTERN AIR EXPRESS,0,-0.365017848,0.148374392
EASTERN AIRLINES,0,-0.518452942,-0.200274492
EASTERN AIRWAYS,0,-0.334200332,0.082926494
EASY CHARTER,0,-0.521711566,-0.221462398
EASYJET,0,0.498789332,0.574657154
EATIS,0,-0.521711566,-0.221462398
EC CHARTER,0,-0.515194317,-0.179086586
ECOJET,0,-0.402088261,-0.059997108
ECUADOR - AIR FORCE,0,-0.34769995,0.118770051
EDELWEISS AIR,0,1.449522339,1.956808749
EGT JET,0,-0.440966721,-0.107145667
EGYPT - AIR FORCE,0,-0.293096518,0.294866693
EGYPTAIR,0,1.468842257,0.554289987
EGYPTAIR CARGO,0,-0.421994293,-0.066397362
EIS AIRCRAFT,0,-0.355339053,0.035368723
EJM EUROPE,0,-0.472891987,-0.041325254
ELAN EXPRESS,0,-0.521711566,-0.221462398
ELANGENI,0,-0.434178772,-0.063601563
ELECTRA AIRWAYS,0,-0.381742054,-0.01676679
ELEMENTAL AVIATION,0,-0.518452942,-0.200274492
ELIFRIULIA,0,-0.320636765,0.064466116
ELILOMBARDA,0,-0.421994293,-0.066397362
ELIN GROUP,0,-0.521711566,-0.221462398
ELIOSSOLA,0,-0.327319266,0.014280396
ELITALIANA,0,-0.420602874,0.023486644
ELITE AIR,0,-0.467777028,0.033994519
ELITELLINA,0,-0.335311518,0.00391605
ELVETIA AVIATION,0,-0.521711566,-0.221462398
EMBRAER,0,-0.109155898,0.533228003
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,0,-0.192617505,0.639406766
EMIRATES,0,-0.014532416,0.673215706
EMIRATES FLIGHT TRAINING ACADEMY,0,-0.304137148,0.111574303
EMPEROR AVIATION,0,-0.457011977,-0.108947894
EMPIRE AVIATION,0,-0.434178772,-0.063601563
ENAC ECOLE AVIATION CIVILE,0,-0.265233993,0.290965956
ENCORE AIR CARGO,0,-0.326628671,0.055638199
ENG AVIATION,0,-0.515194317,-0.179086586
ENTER AIR,0,1.223957936,-0.405728747
EPIC FLIGHT ACADEMY,0,-0.285278015,0.133645744
EPSILON AVIATION,0,-0.402088261,-0.059997108
ERA HELICOPTERS,0,-0.287673517,0.270940732
ESTAFETA CARGA AEREA,0,-0.469798607,-0.089562216
ESTELAR,0,-0.457011977,-0.108947894
ESTONIA - AIR FORCE,0,-0.457011977,-0.108947894
ESWATINI AIR,0,-0.405617585,-0.082353306
ETF AIRWAYS,0,-0.521711566,-0.221462398
ETHIOPIAN AIRLINES,0,2.086934585,1.622159575
ETIHAD AIRWAYS,0,2.593037635,1.16651672
EURO LINK,0,-0.457011977,-0.108947894
EURO-ASIA AIR,0,-0.378652905,-0.031240656
EUROATLANTIC AIRWAYS,0,-0.421994293,-0.066397362
EUROAVIA AIRLINES,0,-0.521711566,-0.221462398
EUROCOPTER DEUTSCHLAND,0,-0.255767096,0.233926345
EUROPEAN AIR CHARTER,0,-0.327319266,0.014280396
EUROPEAN AIRCRAFT PRIVATE CLUB,0,-0.351146826,0.022208578
EUROPEAN CARGO,0,-0.336388496,0.02247813
EUROPEAN FLIGHT ACADEMY,0,-0.313482898,0.095368496
EUROPEAN FLIGHT SERVICE,0,-0.511935692,-0.15789868
EUROPEAN FLYERS,0,-0.378790781,0.041206807
EUROWINGS,0,0.266614191,0.264035975
EVA AIR,0,0.907429245,1.192997867
EVERETT AVIATION,0,-0.515194317,-0.179086586
EVERTS AIR ALASKA,0,-0.34842669,0.24159135
EWA AIR,0,-0.405617585,-0.082353306
EXCELAIRE,0,-0.521711566,-0.221462398
EXCELLENT AIR,0,-0.355339053,0.035368723
EXCLUSIVE AVIATION,0,-0.521711566,-0.221462398
EXECUFLIGHT,0,-0.521711566,-0.221462398
EXECUJET MIDDLE EAST,0,-0.511935692,-0.15789868
EXECUTIVE AIRLINK,0,-0.521711566,-0.221462398
EXECUTIVE AVIATION CORPORATION,0,-0.457011977,-0.108947894
EXECUTIVE AVIATION SERVICES,0,-0.518452942,-0.200274492
EXECUTIVE FLITEWAYS,0,-0.453234784,0.017545605
EXECUTIVE JET CHARTER,0,-0.293052929,0.034399587
EXECUTIVE JET MANAGEMENT,0,-0.274912473,0.712046834
EXPRESS AIR CARGO,0,-0.515194317,-0.179086586
EXXAERO,0,-0.457011977,-0.108947894
EZNIS AIRWAYS,0,-0.521711566,-0.221462398
EZY AIRLINES,0,-0.521711566,-0.221462398
FAI RENT-A-JET,0,-0.324223762,0.116344698
FAIROAKS FLIGHT CENTRE,0,-0.46533568,-0.101554068
FALCON AVIATION SERVICES,0,-0.34769995,0.118770051
FALCON LUXE,0,-0.521711566,-0.221462398
FANJET EXPRESS,0,-0.518452942,-0.200274492
FARMINGDALE STATE UNIVERSITY AVIATION,0,-0.320636765,0.064466116
FAST AIR,0,-0.452983612,0.000537724
FASTJET,0,-0.421994293,-0.066397362
FEDERAL AIRLINES,0,-0.362629346,0.025840382
FEDEX,0,-0.000789221,1.614049597
FENIX AIR CHARTER,0,-0.398558937,-0.03764091
FEUERWEHR-FLUGDIENST NIEDERSACHSEN,0,-0.405617585,-0.082353306
FFL FLUGSCHULE,0,-0.420602874,0.023486644
FIJI AIRWAYS,0,3.427299554,0.874299678
FINISTAIR,0,-0.521711566,-0.221462398
FINLAND - AIR FORCE,0,-0.30454888,0.130082764
FINNAIR,0,0.633766548,0.825213965
FINNHEMS,0,-0.402088261,-0.059997108
FIREBLADE AVIATION,0,-0.518452942,-0.200274492
FIREFLY,0,-0.31665035,0.050214956
FITSAIR,0,-0.366739125,-0.035204747
FLAIR AIRLINES,0,3.398754963,-0.840371412
FLEET AIR INTERNATIONAL,0,-0.371655009,0.032398203
FLEXFLIGHT,0,-0.515194317,-0.179086586
FLEXJET,0,-0.155959211,0.853276616
FLIGHT CALIBRATION SERVICES,0,-0.393621822,0.040004759
FLIGHT FAST TRACK,0,-0.351146826,0.022208578
FLIGHT OPTIONS,0,-0.421994293,-0.066397362
FLIGHT TRAINING EUROPE,0,-0.300473002,0.098631134
FLIGHTLINE,0,-0.362939101,-0.011680257
FLIGHTLINK,0,-0.402088261,-0.059997108
FLIGHTPATH CHARTER AIRWAYS,0,-0.467777028,0.033994519
FLIGHTSTAR,0,-0.521711566,-0.221462398
FLIGHTWORKS,0,-0.518452942,-0.200274492
FLORIDA AIR CARGO,0,-0.46533568,-0.101554068
FLORIDA FLYERS FLIGHT ACADEMY,0,-0.349128698,0.043610902
FLORIDA TECH COLLEGE OF AERONAUTICS,0,-0.296126548,0.201339367
FLTPLAN,0,-0.43836224,0.088025148
FLY 7,0,-0.322287248,0.081499274
FLY ACROSS,0,-0.380912315,0.07414008
FLY ALLIANCE,0,-0.351539029,0.058893213
FLY ALLWAYS,0,-0.366739125,-0.035204747
FLY ALS,0,-0.402088261,-0.059997108
FLY ANGOLA,0,-0.521711566,-0.221462398
FLY AWAY,0,-0.405617585,-0.082353306
FLY BAGHDAD,0,-0.502159818,-0.094334963
FLY CHAM,0,-0.511935692,-0.15789868
FLY JET.KZ,0,-0.434178772,-0.063601563
FLY JINNAH,0,-0.327319266,0.014280396
FLY KHIVA,0,-0.515194317,-0.179086586
FLY OYA,0,-0.515194317,-0.179086586
FLY PRO,0,-0.515194317,-0.179086586
FLY SKY AIRLINES,0,-0.347164546,-0.011046322
FLY TYROL,0,-0.434178772,-0.063601563
FLY US,0,-0.521711566,-0.221462398
FLY VAAYU,0,-0.405617585,-0.082353306
FLY-COOP AIR SERVICE,0,-0.438674671,0.053039022
FLY2SKY,0,-0.362629346,0.025840382
FLY4 AIRLINES,0,-0.347164546,-0.011046322
FLY540,0,-0.515194317,-0.179086586
FLY91,0,-0.366739125,-0.035204747
FLYADEAL,0,1.850405714,-0.159089207
FLYARYSTAN,0,1.96629261,-0.678582215
FLYBIG,0,-0.347164546,-0.011046322
FLYBONDI,0,-0.357325123,0.051156312
FLYBY,0,-0.327853254,0.092177405
FLYCOM AVIATION,0,-0.521711566,-0.221462398
FLYDUBAI,0,2.016948262,-0.101128993
FLYERBIL AIRLINE,0,-0.293052929,0.034399587
FLYEXCLUSIVE,0,-0.249536279,0.39665326
FLYGTA AIRLINES,0,-0.511935692,-0.15789868
FLYLILI,0,-0.440966721,-0.107145667
FLYME,0,-0.518452942,-0.200274492
FLYMONTSERRAT,0,-0.518452942,-0.200274492
FLYNAMIBIA,0,-0.469798607,-0.089562216
FLYNAS,0,2.719830364,-0.227787142
FLYONE,0,1.929616134,-1.466629544
FLYSAFAIR,0,-0.33898171,0.307298686
FLYSCHOOL,0,-0.388904567,0.063775734
FLYWALES,0,-0.46533568,-0.101554068
FLYYO,0,-0.366739125,-0.035204747
FORT AERO,0,-0.521711566,-0.221462398
FOUR CORNERS AVIATION,0,-0.421994293,-0.066397362
FOX AVIATION,0,-0.515194317,-0.179086586
FRANCE - AIR FORCE,0,-0.325472439,0.151163409
FRANCE - AIR FORCES COMMAND,0,-0.434178772,-0.063601563
FRANCE - ARMY,0,-0.521711566,-0.221462398
FRANCE - NAVY,0,-0.351146826,0.022208578
FRANCE - SECURITE CIVILE,0,-0.349128698,0.043610902
FRANCONIA AIR SERVICE,0,-0.521711566,-0.221462398
FREEBIRD AIRLINES,0,-0.309998422,0.060674831
FREEDOM AIR,0,-0.521711566,-0.221462398
FREEDOM AIRLINE EXPRESS,0,-0.469798607,-0.089562216
FREIGHT RUNNERS EXPRESS,0,-0.351539029,0.058893213
FRENCH BEE,0,12.70335135,13.25854517
FRONTIER AIRLINES,0,1.815831969,0.45028318
FROST,0,-0.347164546,-0.011046322
FSH AVIATION,0,-0.440966721,-0.107145667
FTL AIRLINES,0,-0.521711566,-0.221462398
FUJI DREAM AIRLINES,0,-0.32346239,0.060255012
FUZHOU AIRLINES,0,2.048610055,-1.429769277
GAINJET,0,-0.421994293,-0.066397362
GALISTAIR INFINITE AVIATION,0,-0.518452942,-0.200274492
GAMA AVIATION,0,-0.43836224,0.088025148
GARMIN,0,-0.498901193,-0.073147057
GARUDA INDONESIA,0,-0.125556172,0.339801497
GAZPROMAVIA,0,-0.329994029,0.285926314
GELIX AIRLINES,0,-0.347164546,-0.011046322
GENERAL ATOMIC AEROTECH SYSTEMS,0,-0.518452942,-0.200274492
GENEX,0,-0.405617585,-0.082353306
GENGHIS KHAN AIRLINES,0,-0.321533172,0.022017297
GEORGIAN AIRLINES,0,-0.508677067,-0.136710775
GEORGIAN AIRWAYS,0,-0.492383944,-0.030771246
GEORGIAN AVIATION UNIVERSITY,0,-0.521711566,-0.221462398
GEOSKY,0,-0.508677067,-0.136710775
GERMAN AIRWAYS,0,-0.381889659,0.001210336
GERMANY - AIR AMBULANCE,0,-0.276171981,0.160562759
GERMANY - AIR FORCE,0,0.237490372,0.904116837
GERMANY - ARMY,0,-0.310896305,0.156291373
GERMANY - DLR FLUGBETRIEBE,0,-0.492383944,-0.030771246
GERMANY - NAVY,0,-0.326487639,0.035961446
GESELLSCHAFT FUR FLUGZIELDARSTELLUNG,0,-0.32346239,0.060255012
GESTAIR,0,-0.408231278,0.14375461
GETJET AIRLINES,0,-0.380912315,0.07414008
GHADAMES AIR TRANSPORT,0,-0.521711566,-0.221462398
GLENCORE CANADA,0,-0.518452942,-0.200274492
GLOBAL AIR CHARTERS,0,-0.518452942,-0.200274492
GLOBAL AIR TRANSPORT,0,-0.366739125,-0.035204747
GLOBAL AVIATION,0,-0.446965403,-0.044215885
GLOBAL JET LUXEMBOURG,0,-0.438725283,0.070285762
GLOBAL REACH AVIATION,0,-0.518452942,-0.200274492
GLOBALX,0,-0.420997508,-0.029750298
GLOBEAIR,0,-0.296504039,0.062822673
GLOCK AVIATION,0,-0.521711566,-0.221462398
GO2SKY,0,-0.440966721,-0.107145667
GOL LINHAS AEREAS,0,1.033419866,0.307753369
GOLDECK-FLUG,0,-0.518452942,-0.200274492
GOODJET,0,-0.511935692,-0.15789868
GOUVERNEMENT DU QUEBEC,0,-0.36181233,0.099425082
GP AVIATION,0,-0.515194317,-0.179086586
GRAFAIR,0,-0.440966721,-0.107145667
GRAND CANYON AIRLINES,0,-0.330970095,0.029777125
GRAND CHINA AIR,0,-0.366739125,-0.035204747
GRANT AVIATION,0,-0.397999897,0.052097667
GREATER BAY AIRLINES,0,-0.381742054,-0.01676679
GREECE - AIR FORCE,0,-0.309631795,0.33509702
GREECE - ARMY,0,-0.521711566,-0.221462398
GREEN AFRICA,0,-0.440966721,-0.107145667
GREYBIRD AVIATION,0,-0.344558493,0.030900914
GRYPHON AIR,0,-0.521711566,-0.221462398
GTA AIR,0,-0.363190138,0.079631252
GUARDIAN AIR,0,-0.515194317,-0.179086586
GULF AIR,0,2.840171791,0.675020815
GULF WINGS,0,-0.440966721,-0.107145667
GULFSTREAM AEROSPACE,0,-0.183980551,0.579365776
GULLIVAIR,0,-0.518452942,-0.200274492
GUM AIR,0,-0.450141405,-0.030691357
GUNA AIRLINES,0,-0.381742054,-0.01676679
GX AIRLINES,0,1.958453298,-0.999757031
HAHN AIR,0,-0.518452942,-0.200274492
HAI AU AVIATION,0,-0.421994293,-0.066397362
HAINAN AIRLINES,0,1.028963742,0.778411635
HAINAN LILY JET,0,-0.521711566,-0.221462398
HALA AIR,0,-0.521711566,-0.221462398
HALI-UNION,0,-0.291428731,0.041409341
HANSEO UNIVERSITY FLIGHT EDUCATION CENTER,0,-0.336388496,0.02247813
HARCO AVIATION,0,-0.46533568,-0.101554068
HARMONY JETS,0,-0.511935692,-0.15789868
HAUTE AVIATION,0,-0.521711566,-0.221462398
HAWAIIAN AIRLINES,0,1.488744048,0.506486267
HAYWAYS,0,-0.521711566,-0.221462398
HEBEI AIRLINES,0,-0.301599538,0.096443575
HELI AIR MONACO,0,-0.521711566,-0.221462398
HELI AIR SERVICES,0,-0.457011977,-0.108947894
HELI HOLLAND,0,-0.403892285,0.079694107
HELI SECURITE,0,-0.405617585,-0.082353306
HELI SERVICE INTERNATIONAL,0,-0.330970095,0.029777125
HELI-TEAM,0,-0.362939101,-0.011680257
HELIBRAVO,0,-0.405617585,-0.082353306
HELICOL,0,-0.362939101,-0.011680257
HELIDUBAI,0,-0.335311518,0.00391605
HELIJET INTERNATIONAL,0,-0.370883382,0.051470097
HELISERVICIO,0,-0.381889659,0.001210336
HELISTAR,0,-0.380123048,0.180613966
HELITRANS,0,-0.317945825,0.107360349
HELITY COPTER AIRLINES,0,-0.347164546,-0.011046322
HELLOJETS,0,-0.472933298,-0.058681471
HELSINKI CITYCOPTER,0,-0.440966721,-0.107145667
HELVETIC AIRWAYS,0,0.888893744,0.287592516
HERA FLIGHT,0,-0.376449388,0.062148227
HERON AVIATION,0,-0.446965403,-0.044215885
HESTON AIRLINES,0,-0.371323557,0.014640032
HI FLY,0,-0.408452863,0.038802711
HIMALAYA AIRLINES,0,-0.402088261,-0.059997108
HINTERLAND AVIATION,0,-0.34644236,0.065809039
HISKY,0,0.15791648,0.075804743
HK EXPRESS,0,1.737178013,-0.279275492
HOKKAIDO AIR SYSTEM,0,-0.347164546,-0.011046322
HONEYWELL INTERNATIONAL,0,-0.518452942,-0.200274492
HONG KONG AIR CARGO,0,-0.335311518,0.00391605
HONG KONG AIRLINES,0,-0.306884705,0.106610274
HOP-A-JET,0,-0.381742054,-0.01676679
HOPER,0,-0.46533568,-0.101554068
HOVERFLY,0,-0.440966721,-0.107145667
HTM HELICOPTER TRAVEL MUNICH,0,-0.326628671,0.055638199
HUBEI SKY-BLUE INTERNATIONAL AVIATION ACADEMY,0,-0.366739125,-0.035204747
HUMMINGBIRD AVIATION,0,-0.515194317,-0.179086586
HUNGARY - AIR FORCE,0,-0.381742054,-0.01676679
HUNGARY AIRLINES,0,-0.521711566,-0.221462398
HUNNU AIR,0,-0.101167878,-0.028835912
HYDRO-QUABEC,0,-0.29224083,0.037904464
HYPERION AVIATION,0,-0.472055377,-0.07494292
I-FLY,0,-0.398558937,-0.03764091
I-FLY AIR,0,-0.440966721,-0.107145667
IAS MEDICAL,0,-0.381742054,-0.01676679
IASCO FLIGHT TRAINING,0,-0.300154868,0.078319402
IBC AIRWAYS,0,-0.339083851,0.057265706
IBERIA,0,1.217272281,0.516453424
IBERIA EXPRESS,0,0.609748229,0.259906342
IBEROJET,0,4.781302361,5.006594553
IBEX AIRLINES,0,-0.313637914,0.033112028
IBOM AIR,0,5.994231979,-3.68653995
ICAR AIR,0,-0.521711566,-0.221462398
ICELANDAIR,0,2.388439115,-0.636711915
ICS-AERO,0,-0.518452942,-0.200274492
IFA - INSTITUTO DE FORMACAO AERONAUTICA,0,-0.403892285,0.079694107
IFL GROUP,0,-0.340158486,0.11129051
IKAR,0,-0.369061717,-0.000819126
IMAGE AIR CHARTER,0,-0.521711566,-0.221462398
IMPERIALJET,0,-0.521711566,-0.221462398
INDIA - AIR FORCE,0,-0.142404129,1.036501165
INDIANA STATE UNIVERSITY FLIGHT ACADEMY,0,-0.343766866,0.050842526
INDIAONE AIR,0,-0.405617585,-0.082353306
INDIGO,0,1.871486227,0.999782949
INITIUM AVIATION,0,-0.511935692,-0.15789868
INNER MONGOLIA NORTHERN EXPRESS,0,-0.521711566,-0.221462398
INTEL AIR SHUTTLE,0,-0.405617585,-0.082353306
INTERCARIBBEAN AIRWAYS,0,-0.368067572,0.126589377
INTERJET WEST,0,-0.521711566,-0.221462398
INTERNATIONAL COMMITTEE OF THE RED CROSS,0,-0.521711566,-0.221462398
INTERNATIONAL JET,0,-0.434178772,-0.063601563
INTERNATIONAL JET MANAGEMENT,0,-0.489125319,-0.00958334
IRAERO,0,-0.381889659,0.001210336
IRAN AIR,0,-0.32717154,0.184599782
IRAN AIRTOUR,0,-0.373828481,0.083422537
IRAN ASEMAN AIRLINES,0,-0.357932345,0.068586052
IRAQ GATE COMPANY,0,-0.421994293,-0.066397362
IRAQI AIRWAYS,0,4.478699906,-0.233945508
ISLAND AVIATION,0,-0.405617585,-0.082353306
ISLAND WINGS CHARTER,0,-0.518452942,-0.200274492
ITA AIRWAYS,0,2.998110233,-0.044945816
ITALFLY,0,-0.434912759,0.005598255
ITALY - AIR FORCE,0,-0.16549482,1.013940761
ITALY - ARMY,0,-0.306217292,0.164401586
ITALY - COAST GUARD,0,-0.322287248,0.081499274
ITALY - NAVY,0,-0.30081195,0.137070994
IXAIR,0,-0.457011977,-0.108947894
IZHAVIA,0,-0.411846495,-0.036158833
J D AVIATION,0,-0.518452942,-0.200274492
JAMBOJET,0,-0.313637914,0.033112028
JAPAN AIR COMMUTER,0,-0.326487639,0.035961446
JAPAN AIRLINES,0,1.635958877,1.508485798
JAPAN TRANSOCEAN AIR,0,-0.315792333,0.071927435
JAYAWIJAYA DIRGANTARA,0,-0.521711566,-0.221462398
